"PLOT";"total";"PROPFOR";"PROPNATFOR";"SHA500";"region"
532;0;"0.141965082197018";"1";"1.001383787";"Banks"
540;0;"0.282578174856414";"0.350045167118338";"1.153809863";"Banks"
541;0;"0.224036744067364";"0.727220956719818";"1.072594808";"Banks"
542;0;"0.333928571428571";"1";"1.000675454";"Banks"
545;0;"0";"0";"0.658580907";"Banks"
546;0;"0.32933826341961";"0.438250096786682";"1.234349775";"Banks"
547;0;"0.0246550843127236";"0.746113989637306";"0.978129423";"Banks"
548;0;"0";"0";"0.825538917";"Banks"
550;0;"0.305205549191803";"0.0233527939949958";"0.654119995";"Banks"
551;0;"0.545188763188";"0.0209839123338774";"1.195138847";"Banks"
552;0;"0.0611854684512428";"0.827083333333333";"1.195742877";"Banks"
553;1;"0.125716469239587";"0.340425531914894";"1.361680232";"Banks"
554;0;"0.206571574121243";"1";"1.353526234";"Banks"
561;0;"0.342860788567054";"0.735764793449944";"1.206856527";"Banks"
563;0;"0.338699373961927";"0.537910222557526";"1.164034649";"Banks"
570;0;"0.451032899770467";"1";"0.934555197";"Banks"
571;0;"0.340040753948039";"1";"0.865720614";"Banks"
573;1;"0.527189175389329";"1";"1.017801208";"Banks"
574;0;"0.536520076481836";"1";"1.007820986";"Banks"
575;0;"0.489746529104573";"1";"0.897048923";"Banks"
577;0;"0.392296900905497";"0.501300390117035";"1.016373364";"Banks"
579;0;"0.620685246739964";"0.148506694129763";"0.924483765";"Banks"
580;0;"0.137479333587689";"1";"0.50921277";"Banks"
581;0;"0.244778400407539";"0.476586888657648";"1.674113801";"Banks"
582;1;"0.166730352821297";"0.589763177998472";"1.437788494";"Banks"
585;2;"0.166263218244362";"0.7272030651341";"1.395139779";"Banks"
590;0;"1";"0";"0";"Plain"
591;1;"0.215591054313099";"1";"1.185701138";"Banks"
595;0;"0.218295772769703";"1";"0.945447775";"Banks"
596;0;"0.463554255183819";"1";"1.138861507";"Banks"
597;0;"0.808990194830001";"0";"0.596741805";"Banks"
598;1;"0.907786104407469";"0";"0.307630265";"Banks"
599;0;"0.748378068947971";"0";"0.564110013";"Banks"
604;0;"0.356342333163525";"0";"0.984434542";"Plain"
607;0;"0.120503597122302";"0";"0.959186589";"Plain"
608;0;"0.412251655629139";"0";"0.931731611";"Plain"
611;0;"0.548535031847134";"0";"0.688428455";"Plain"
615;0;"0.48064187468161";"0";"0.692397519";"Plain"
616;0;"0.0555058191584602";"0";"0.867053414";"Plain"
618;0;"0.51546785486951";"0";"0.884246141";"Plain"
619;0;"0.296319877753725";"0";"0.60771382";"Plain"
634;0;"0.0723659064849025";"0";"0.259716261";"Plain"
635;0;"0.0650490449148167";"0";"0.240639843";"Plain"
636;0;"0.0295428498662931";"0";"0.133149461";"Plain"
637;0;"0.252514962434738";"0";"0.565081284";"Plain"
638;0;"0.47497771552273";"0";"0.691894428";"Plain"
640;0;"0.24085684430512";"0";"0.552065584";"Plain"
660;0;"0.166157372039725";"0";"0.449740596";"Plain"
661;0;"0.159449821701477";"0";"0.438756431";"Plain"
662;0;"0.277021005728835";"0";"0.590117714";"Plain"
663;0;"0";"0";"0.487464918";"Plain"
671;0;"0.377435375015918";"0";"0.662794648";"Plain"
672;0;"0.386731185534191";"0";"0.667263426";"Plain"
700;0;"0.371705080860818";"0";"1.05315622";"Plain"
703;0;"0.789152024446142";"0.0324298160696999";"0.800110223";"Plain"
704;0;"0.810876209882832";"0.0843411339720434";"0.851226643";"Plain"
705;0;"0.91971073613944";"0.00221774193548387";"0.338025906";"Plain"
706;0;"0.692482570475902";"0";"0.827584433";"Plain"
707;0;"0.27400930757298";"0";"1.080435771";"Plain"
708;0;"0.142493314656819";"0";"0.987006817";"Plain"
709;0;"0.731788079470199";"0";"0.581472254";"Plain"
710;0;"0.754998089901948";"0";"0.646886468";"Plain"
711;0;"0.741548042704626";"0.0155968806238752";"0.780183627";"Plain"
712;0;"0.786558151745865";"0";"0.617551468";"Plain"
713;0;"0.642602495543672";"0";"0.875635631";"Plain"
1005;0;"0.0914300267413727";"0.433147632311978";"1.003572266";"Banks"
1006;0;"0.455436720142602";"0.960581492871121";"1.284209068";"Banks"
1007;0;"0.562348745382754";"1";"0.781089567";"Banks"
1009;0;"0.715650070036928";"0.052846975088968";"1.026827555";"Banks"
1015;0;"0.481278655119715";"0.0762106377348505";"1.212244226";"Plain"
1026;0;"0.660257226537629";"0.153905496624879";"0.995027344";"Plain"
1028;0;"0.567990832696715";"0";"0.982820206";"Plain"
1029;0;"0.486146415861718";"0.328627450980392";"1.471732426";"Banks"
1030;0;"0.521467702892088";"0.245296848277547";"1.532283045";"Banks"
1031;0;"0.576223776223776";"0.211385701676964";"1.335245181";"Banks"
1035;0;"0.269628494829567";"0.972537878787879";"1.00041351";"Banks"
1036;0;"0.234957384556672";"0.770979967514889";"1.072711142";"Banks"
1042;2;"0.34683479811489";"1";"0.747716248";"Banks"
1044;3;"0.330533282423317";"0.795533307662688";"0.801981528";"Banks"
1054;0;"0.00903997962821492";"1";"0.680671745";"Banks"
1059;0;"0.798293645740481";"0.0344552560216941";"0.726825016";"Banks"
1060;0;"0.714012738853503";"0.114897413024086";"0.89964113";"Banks"
1061;0;"0.333842822570373";"0.704311331552842";"1.246280624";"Banks"
1062;0;"0.508727226398267";"0.701728024042074";"1.248953376";"Banks"
1070;0;"0.301787994891443";"0.663563267033432";"1.215596607";"Banks"
1071;0;"0.377093186756999";"0.586779661016949";"1.272830758";"Banks"
1078;0;"0.0744640365343144";"0.7206132879046";"0.675289476";"Banks"
1079;0;"0.352821036507531";"0.599493487698987";"1.212744162";"Banks"
1080;0;"0.2603001017294";"1";"0.57337058";"Banks"
1092;0;"0.069311967442452";"1";"0.251855574";"Banks"
1097;0;"0.0956809784685947";"1";"0.542922696";"Banks"
1099;0;"0.679017061370003";"0";"0.62760815";"Plain"
1103;0;"0.91237901171676";"0";"0.296998828";"Plain"
1104;0;"0.997581158497772";"0";"0.016988144";"Plain"
1126;0;"0.123503947033359";"0.788659793814433";"1.035732532";"Banks"
1133;0;"0.166560550108239";"1";"0.986058621";"Banks"
1145;0;"0.045205653890233";"0";"0.184148928";"Plain"
1158;0;"0.378199414236597";"0";"0.88776384";"Plain"
1159;0;"0.309945243855851";"0";"0.619056846";"Plain"
1163;0;"0.338553603259486";"0";"0.86941912";"Plain"
1164;0;"0.211993888464477";"0";"0.51658647";"Plain"
1167;0;"0.255793226381462";"0";"0.661547089";"Plain"
1168;0;"0.124252068746022";"0";"0.375312193";"Plain"
1172;0;"0.220807334776519";"0";"0.52792788";"Plain"
1173;0;"0.251082251082251";"0";"0.563520999";"Plain"
1180;0;"0.192513368983957";"0";"0.489846921";"Plain"
1181;0;"0.139946517254552";"0";"0.404866386";"Plain"
1182;0;"0.14556800815079";"0";"0.414943686";"Plain"
1186;0;"0.217878517763912";"0";"0.524209728";"Plain"
1188;0;"0.056352591443712";"0";"0.216811301";"Plain"
1190;0;"0.394244237870877";"0";"0.670608776";"Plain"
1195;0;"0.273711012094208";"0";"0.586915061";"Plain"
1196;0;"0.330151457299224";"0";"0.634285844";"Plain"
1202;0;"0.0471028519809008";"0";"0.18989475";"Plain"
1203;0;"0.350229240957718";"0";"0.647588433";"Plain"
1204;0;"0.344410491469315";"0";"0.643917678";"Plain"
1208;0;"0.0475272960822094";"0";"0.208169157";"Plain"
1209;0;"0.353795211411105";"0";"0.64976442";"Plain"
1210;0;"0.0654460459680561";"0";"0.241696698";"Plain"
1211;0;"0.444614209320092";"0";"0.6869994";"Plain"
1212;0;"0.208938120702827";"0";"0.512546357";"Plain"
1234;0;"0.848048048048048";"1";"0.528934404";"Mont"
1235;1;"0.999866648886518";"1";"0.001323171";"Mont"
1236;1;"0.957932859729767";"1";"0.174458887";"Mont"
1237;1;"0.938628711355984";"1";"0.230724119";"Mont"
1238;1;"0.911120714491501";"1";"0.322409589";"Mont"
1239;0;"0.983216356423558";"1";"0.085242637";"Mont"
1247;0;"0.674350483953133";"1";"0.774207729";"Mont"
1248;0;"0.49598879409143";"1";"0.693115001";"Mont"
1250;0;"0.875496031746032";"1";"0.375803802";"Mont"
1251;0;"1";"1";"0";"Mont"
1252;2;"0.994505494505495";"1";"0.034072826";"Mont"
1253;2;"0.792256978538365";"1";"0.510950949";"Mont"
1254;0;"0.999866524292579";"1";"0.001324282";"Mont"
1255;0;"0.986887332908975";"1";"0.069858932";"Mont"
1257;0;"0.998344581688527";"1";"0.012254852";"Mont"
1258;0;"1";"1";"0";"Mont"
1259;1;"1";"1";"0";"Mont"
1260;2;"1";"1";"0";"Mont"
1261;0;"1";"1";"0";"Mont"
1262;0;"1";"1";"0";"Mont"
1263;0;"1";"1";"0";"Mont"
1271;0;"0.244796322308773";"1";"0.97889284";"Banks"
1272;0;"0.343965297269712";"0.844213649851632";"1.321106994";"Banks"
1276;0;"0.27511749015623";"1";"1.0735131";"Banks"
1277;0;"0.331043256997455";"1";"0.910369975";"Banks"
1279;0;"0.352170039455263";"0.427177448500181";"1.088712489";"Banks"
1286;0;"0.419638308711156";"0";"1.07650869";"Plain"
1287;0;"0.391619969434539";"0";"0.669467206";"Plain"
1288;0;"0.80061115355233";"0";"0.499554017";"Plain"
1289;0;"1";"0";"0";"Plain"
1294;0;"0.450006368615463";"0";"1.051055689";"Plain"
1295;0;"0.489171974522293";"0";"0.69291267";"Plain"
1296;0;"0.802190803719271";"0";"0.497350285";"Plain"
1297;0;"0.996944621260344";"0";"0.021273159";"Plain"
1301;0;"0.844478410393581";"0";"0.531160163";"Plain"
1303;0;"0.60873440285205";"0";"0.793598441";"Plain"
1307;0;"0.777041661358135";"0";"0.674125108";"Plain"
1313;0;"0.688741721854305";"0";"0.620103739";"Plain"
1314;0;"0.753438614365767";"0";"0.679720938";"Plain"
1315;0;"0.835817093363903";"0";"0.549125836";"Plain"
1316;0;"0.793784231308114";"0";"0.508899494";"Plain"
1317;0;"0.192768016297428";"0";"1.331151554";"Plain"
1319;0;"0.610467337323316";"0";"0.87538923";"Plain"
1320;0;"0.788897377132671";"0";"0.645905263";"Plain"
1321;0;"0.824353585530506";"0";"0.469645302";"Plain"
1322;0;"0.514645950076414";"0";"0.692718111";"Plain"
1325;0;"0.230514518593989";"0";"1.072744453";"Plain"
1326;0;"0.370813701770024";"0.0116758241758242";"0.856396846";"Foot_hills"
1327;0;"0.388004584235324";"0";"0.682226971";"Foot_hills"
1335;0;"0.0165562913907285";"1";"0.463854663";"Foot_hills"
1337;0;"0.0221571373997199";"1";"0.606075644";"Foot_hills"
1340;0;"0.456687898089172";"0.155090655509066";"0.886423407";"Foot_hills"
1341;0;"0.0112059085699733";"0";"0.07531723";"Foot_hills"
1344;0;"0.0291645440652063";"0";"0.439148392";"Foot_hills"
1350;0;"0.155864001018719";"1";"0.580863802";"Foot_hills"
1351;0;"0.197733638910109";"1";"0.56935579";"Foot_hills"
1355;0;"0";"0";"0.863014053";"Foot_hills"
1359;0;"0.0854232972628899";"1";"0.493383183";"Foot_hills"
1368;0;"0.786933265410087";"0";"0.566916775";"Plain"
1369;0;"1";"0";"0";"Plain"
1370;0;"1";"0";"0";"Plain"
1371;0;"0.856069290536237";"0";"0.412035195";"Plain"
1372;0;"1";"0";"0";"Plain"
1373;0;"0.333036282622533";"0";"1.079038587";"Plain"
1374;0;"0.586378103119032";"0";"0.678149701";"Plain"
1375;0;"0.583651642475172";"0";"0.679085955";"Plain"
1376;0;"0.709628120224147";"0";"0.622274082";"Plain"
1377;0;"0.726161680458307";"0.00017531556802244";"0.771684226";"Plain"
1378;0;"0.268305106328792";"0";"1.278421476";"Plain"
1379;0;"0.478100331041508";"0";"0.692187683";"Plain"
1380;0;"0.537619350732018";"0";"0.902225559";"Plain"
1381;0;"0.804023939895581";"0";"0.494773201";"Plain"
1382;0;"0.767065715741212";"0";"0.542797634";"Plain"
1384;0;"1";"0";"0";"Plain"
1385;0;"0.776546982429335";"0";"0.685744489";"Plain"
1393;0;"0.630667345899134";"0";"0.739597389";"Plain"
1394;0;"0.840825162358334";"0";"0.438299035";"Plain"
1395;0;"1";"0";"0";"Plain"
1396;0;"1";"0";"0";"Plain"
1397;0;"0.469651086240948";"0";"1.030792105";"Plain"
1398;0;"0.680208863983698";"0";"0.626711922";"Plain"
1399;0;"0.954429735234216";"0";"0.185259555";"Plain"
1400;0;"1";"0";"0";"Plain"
1401;0;"0.707956715467855";"0";"0.603971083";"Plain"
1402;0;"0.630205017190883";"0";"0.880116898";"Plain"
1403;0;"0.237173774665818";"0.553945249597423";"1.211122859";"Plain"
1404;0;"0.871657754010695";"0";"0.383223191";"Plain"
1405;0;"1";"0";"0";"Plain"
1406;0;"0.944748567791216";"0";"0.213696626";"Plain"
1409;0;"1";"0";"0";"Plain"
1410;0;"1";"0";"0";"Plain"
1411;0;"0.896332144676516";"0";"0.333068133";"Plain"
1413;0;"0.71441303794245";"0";"0.598152883";"Plain"
1426;0;"1";"1";"0";"Banks"
1427;0;"0.769913749365804";"1";"0.545896662";"Banks"
1428;0;"0.15365014651548";"0.000829187396351575";"0.851478666";"Foot_hills"
1432;0;"0.204406520631686";"0.26417445482866";"1.105504455";"Foot_hills"
1434;0;"0.229113601630158";"0";"1.163671082";"Foot_hills"
1435;0;"0.0590042237296813";"0";"0.227599258";"Foot_hills"
1441;0;"0.283239938869078";"0.632194244604317";"0.782296209";"Foot_hills"
1442;0;"0.108025477707006";"0.459905660377358";"0.612584572";"Foot_hills"
1448;0;"0.190700636942675";"0.217100868403474";"0.742131805";"Foot_hills"
1449;0;"0.137417218543046";"0.309545875810936";"0.515182004";"Foot_hills"
1452;0;"0.169044585987261";"0.346646571213263";"0.778933896";"Foot_hills"
1456;0;"0.213194090677534";"0";"1.007360675";"Foot_hills"
1462;0;"0.139164756811816";"0";"0.682979394";"Foot_hills"
1464;0;"0.670188391038697";"0.110351377018044";"0.966786459";"Banks"
1469;0;"0.0304303539597657";"0";"0.136234953";"Plain"
1476;0;"0.0814871403106697";"1";"0.687232483";"Mont"
1479;0;"0.477281405116457";"1";"0.692114556";"Mont"
1483;0;"0.53476821192053";"1";"0.690727571";"Mont"
1484;1;"0.696794957757812";"1";"0.613555519";"Mont"
1485;0;"0.89382337927514";"1";"0.33844621";"Mont"
1486;2;"0.807270709032885";"1";"0.490156351";"Mont"
1487;1;"0.770351437699681";"1";"0.538851347";"Mont"
1489;0;"0.707298433320596";"1";"0.604552931";"Mont"
1490;0;"0.63738222561752";"1";"0.654909513";"Mont"
1491;3;"0.623806492679822";"1";"0.662169875";"Mont"
1492;0;"0.802495861454221";"1";"0.496922897";"Mont"
1493;2;"0.895963326117407";"1";"0.333862987";"Mont"
1494;3;"0.99885394116898";"1";"0.008905855";"Mont"
1495;3;"0.974398165838747";"1";"0.119104333";"Mont"
1496;0;"0.884899414311179";"0.981294964028777";"0.508594376";"Mont"
1497;4;"0.760122230710466";"0.840871021775544";"1.049434049";"Mont"
1498;0;"0.626177743824803";"0.252541683611224";"1.303959525";"Mont"
1502;1;"0.843666454487587";"1";"0.433539738";"Mont"
1503;0;"0.982040504394345";"1";"0.08998789";"Mont"
1504;4;"0.988155883851248";"1";"0.064313296";"Mont"
1505;2;"0.975162399694306";"1";"0.116311346";"Mont"
1506;2;"0.860308162485674";"1";"0.404403686";"Mont"
1507;0;"0.788870495352095";"1";"0.51544934";"Mont"
1508;2;"0.797020247039348";"1";"0.504505594";"Mont"
1509;1;"0.875875238701464";"1";"0.375063516";"Mont"
1510;1;"1";"1";"0";"Mont"
1511;0;"0.929329571409378";"1";"0.255369695";"Mont"
1512;0;"1";"0";"0";"Banks"
1513;0;"0.947656647987774";"0";"0.205358133";"Banks"
1514;0;"0.0220297975296065";"0";"0.105836933";"Plain"
